Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Print Placement,Cost per item,Status
kaseem Zip Up Hoodie 3,,Merch By MerchBooth,,,,,,,M,,,,,kstephTOP-3-5-M,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
kaseem Zip Up Hoodie 3,,Merch By MerchBooth,,,,,,,L,,,,,kstephTOP-3-5-L,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
kaseem Zip Up Hoodie 3,,Merch By MerchBooth,,,,,,,XL,,,,,kstephTOP-3-5-XL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
kaseem Zip Up Hoodie 3,,Merch By MerchBooth,,,,,,,XXL,,,,,kstephTOP-3-5-XXL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,37,active
kaseem T-Shirt 4,kaseem - two - White T Shirt,Merch By MerchBooth,kaseem,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,kstephTOP-4-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/DRATOP-4-1-F_mockup.png?v=1680021035,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White T-Shirt 1 placement,10,active
kaseem T-Shirt 4,,Merch By MerchBooth,,,,,,,S,,,,,kstephTOP-4-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
kaseem T-Shirt 4,,Merch By MerchBooth,,,,,,,M,,,,,kstephTOP-4-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
kaseem T-Shirt 4,,Merch By MerchBooth,,,,,,,L,,,,,kstephTOP-4-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
kaseem T-Shirt 4,,Merch By MerchBooth,,,,,,,XL,,,,,kstephTOP-4-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
kaseem T-Shirt 4,,Merch By MerchBooth,,,,,,,XXL,,,,,kstephTOP-4-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
kaseem T-Shirt 4,,Merch By MerchBooth,,,,,,,3XL,,,,,kstephTOP-4-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
kaseem T-Shirt 4,,Merch By MerchBooth,,,,,,,4XL,,,,,kstephTOP-4-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
kaseem T-Shirt 4,,Merch By MerchBooth,,,,,,,5XL,,,,,kstephTOP-4-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
kaseem Long Sleeve T 4,kaseem - two - White Long Sleeve T,Merch By MerchBooth,kaseem,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,kstephTOP-4-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/DRATOP-4-2-F_mockup.png?v=1680021035,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Long Sleeve 1 Placement,14,active
kaseem Long Sleeve T 4,,Merch By MerchBooth,,,,,,,S,,,,,kstephTOP-4-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
kaseem Long Sleeve T 4,,Merch By MerchBooth,,,,,,,M,,,,,kstephTOP-4-2-M,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
kaseem Long Sleeve T 4,,Merch By MerchBooth,,,,,,,L,,,,,kstephTOP-4-2-L,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
kaseem Long Sleeve T 4,,Merch By MerchBooth,,,,,,,XL,,,,,kstephTOP-4-2-XL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
kaseem Long Sleeve T 4,,Merch By MerchBooth,,,,,,,XXL,,,,,kstephTOP-4-2-XXL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
kaseem Tank Top 4,kaseem - two - White Tank Top,Merch By MerchBooth,kaseem,,Shirts & Tops,"AxelRad, DTG, Tank-Top",TRUE,Size,XS,,,,,kstephTOP-4-3-XS,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/DRATOP-4-3-F_mockup.png?v=1680021035,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Tank Top 1 Placement,11,active
kaseem Tank Top 4,,Merch By MerchBooth,,,,,,,S,,,,,kstephTOP-4-3-S,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
kaseem Tank Top 4,,Merch By MerchBooth,,,,,,,M,,,,,kstephTOP-4-3-M,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
kaseem Tank Top 4,,Merch By MerchBooth,,,,,,,L,,,,,kstephTOP-4-3-L,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
kaseem Tank Top 4,,Merch By MerchBooth,,,,,,,XL,,,,,kstephTOP-4-3-XL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
kaseem Tank Top 4,,Merch By MerchBooth,,,,,,,XXL,,,,,kstephTOP-4-3-XXL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
kaseem Hoodie 4,kaseem - two - White Hoodie,Merch By MerchBooth,kaseem,,Shirts & Tops,"AxelRad, DTG, Pull-Over",TRUE,Size,XS,,,,,kstephTOP-4-4-XS,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/DRATOP-4-4-F_mockup.png?v=1680021035,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Hoodie 1 Placement,23,active
kaseem Hoodie 4,,Merch By MerchBooth,,,,,,,S,,,,,kstephTOP-4-4-S,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
kaseem Hoodie 4,,Merch By MerchBooth,,,,,,,M,,,,,kstephTOP-4-4-M,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
kaseem Hoodie 4,,Merch By MerchBooth,,,,,,,L,,,,,kstephTOP-4-4-L,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
kaseem Hoodie 4,,Merch By MerchBooth,,,,,,,XL,,,,,kstephTOP-4-4-XL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
kaseem Hoodie 4,,Merch By MerchBooth,,,,,,,XXL,,,,,kstephTOP-4-4-XXL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
kaseem Zip Up Hoodie 4,kaseem - two - White Zip Up Hoodie,Merch By MerchBooth,kaseem,,Shirts & Tops,"AxelRad, DTG, Zip-Up",TRUE,Size,XS,,,,,kstephTOP-4-5-XS,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/DRATOP-4-5-F_mockup.png?v=1680021035,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Zip Hoodie 2 Placements,32,active
kaseem Zip Up Hoodie 4,,Merch By MerchBooth,,,,,,,S,,,,,kstephTOP-4-5-S,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/DRATOP4-5-B_mockup.png?v=1680021035,,,,,,,,,,,,,,,,,,,,oz,,,32,active
kaseem Zip Up Hoodie 4,,Merch By MerchBooth,,,,,,,M,,,,,kstephTOP-4-5-M,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
kaseem Zip Up Hoodie 4,,Merch By MerchBooth,,,,,,,L,,,,,kstephTOP-4-5-L,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
kaseem Zip Up Hoodie 4,,Merch By MerchBooth,,,,,,,XL,,,,,kstephTOP-4-5-XL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
kaseem Zip Up Hoodie 4,,Merch By MerchBooth,,,,,,,XXL,,,,,kstephTOP-4-5-XXL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,34,active
TEMPLATE,TEMPLATE T-Shirt,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,TEMPTOP-5-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-5-1-F_mockup.png?v=1680030168,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black T-Shirt 1 placement,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-5-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-5-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-5-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-5-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-5-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,3XL,,,,,TEMPTOP-5-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,,Merch By MerchBooth,,,,,,,4XL,,,,,TEMPTOP-5-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,5XL,,,,,TEMPTOP-5-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,17,active
TEMPLATE,TEMPLATE Long Sleeve T,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,TEMPTOP-5-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-5-2-F_mockup.png?v=1680030168,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Long Sleeve 1 Placement,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-5-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-5-2-M,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-5-2-L,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-5-2-XL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-5-2-XXL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,18,active
TEMPLATE,TEMPLATE Tank Top,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Tank-Top",TRUE,Size,XS,,,,,TEMPTOP-5-3-XS,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-5-3-F_mockup.png?v=1680030168,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Tank Top 1 Placement,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-5-3-S,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-5-3-M,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-5-3-L,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-5-3-XL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-5-3-XXL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,TEMPLATE Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Pull-Over",TRUE,Size,XS,,,,,TEMPTOP-5-4-XS,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-5-4-F_mockup.png?v=1680030168,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Hoodie 1 Placement,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-5-4-S,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-5-4-M,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-5-4-L,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-5-4-XL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-5-4-XXL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,27,active
TEMPLATE,TEMPLATE Zip Up Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Zip-Up",TRUE,Size,XS,,,,,TEMPTOP-5-5-XS,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-5-5-F_mockup.png?v=1680030168,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Zip Hoodie 2 Placements,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-5-5-S,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-5-5-B_mockup.png?v=1680030168,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-5-5-M,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-5-5-L,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-5-5-XL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-5-5-XXL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,34,active
TEMPLATE,TEMPLATE T-Shirt,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,TEMPTOP-6-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-6-1-F_mockup.png?v=1680030245,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White T-Shirt 1 placement,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-6-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-6-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-6-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-6-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-6-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,3XL,,,,,TEMPTOP-6-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,4XL,,,,,TEMPTOP-6-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,5XL,,,,,TEMPTOP-6-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,TEMPLATE Long Sleeve T,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,TEMPTOP-6-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-6-2-F_mockup.png?v=1680030245,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Long Sleeve 1 Placement,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-6-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-6-2-M,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-6-2-L,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-6-2-XL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-6-2-XXL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,TEMPLATE Tank Top,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Tank-Top",TRUE,Size,XS,,,,,TEMPTOP-6-3-XS,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-6-3-F_mockup.png?v=1680030245,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Tank Top 1 Placement,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-6-3-S,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-6-3-M,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-6-3-L,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-6-3-XL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-6-3-XXL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,TEMPLATE Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Pull-Over",TRUE,Size,XS,,,,,TEMPTOP-6-4-XS,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-6-4-F_mockup.png?v=1680030246,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Hoodie 1 Placement,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-6-4-S,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-6-4-M,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-6-4-L,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-6-4-XL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-6-4-XXL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,TEMPLATE Zip Up Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Zip-Up",TRUE,Size,XS,,,,,TEMPTOP-6-5-XS,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-6-5-F_mockup.png?v=1680030246,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Zip Hoodie 2 Placements,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-6-5-S,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/ATCLTOP-6-5-B_mockup.png?v=1680030246,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-6-5-M,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-6-5-L,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-6-5-XL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-6-5-XXL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,34,active
TEMPLATE,TEMPLATE T-Shirt,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,TEMPTOP-7-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/STTOP-6-5-B_mockup.png?v=1680016808,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black T-Shirt 1 placement,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-7-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
