Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Print Placement,Cost per item,Status
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-7-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-7-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-7-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-7-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,3XL,,,,,TEMPTOP-7-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,,Merch By MerchBooth,,,,,,,4XL,,,,,TEMPTOP-7-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,5XL,,,,,TEMPTOP-7-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,17,active
TEMPLATE,TEMPLATE Long Sleeve T,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,TEMPTOP-7-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-7-2-F_mockup.png?v=1680013475,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Long Sleeve 1 Placement,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-7-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-7-2-M,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-7-2-L,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-7-2-XL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-7-2-XXL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,18,active
TEMPLATE,TEMPLATE Tank Top,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Tank-Top",TRUE,Size,XS,,,,,TEMPTOP-7-3-XS,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-7-3-F_mockup.png?v=1680013475,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Tank Top 1 Placement,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-7-3-S,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-7-3-M,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-7-3-L,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-7-3-XL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-7-3-XXL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,TEMPLATE Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Pull-Over",TRUE,Size,XS,,,,,TEMPTOP-7-4-XS,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-7-4-F_mockup.png?v=1680013475,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Hoodie 1 Placement,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-7-4-S,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-7-4-M,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-7-4-L,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-7-4-XL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-7-4-XXL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,27,active
TEMPLATE,TEMPLATE Zip Up Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Zip-Up",TRUE,Size,XS,,,,,TEMPTOP-7-5-XS,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-7-5-F_mockup.png?v=1680013474,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Zip Hoodie 2 Placements,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-7-5-S,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-7-5-B_mockup.png?v=1680013474,,,,,,,,,,,,,,,,,,,,oz,,,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-7-5-M,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-7-5-L,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-7-5-XL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-7-5-XXL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,37,active
TEMPLATE,TEMPLATE T-Shirt,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,TEMPTOP-8-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-8-1-F_mockup.png?v=1680013569,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White T-Shirt 1 placement,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-8-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-8-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-8-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-8-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-8-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,3XL,,,,,TEMPTOP-8-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,4XL,,,,,TEMPTOP-8-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,5XL,,,,,TEMPTOP-8-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,TEMPLATE Long Sleeve T,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,TEMPTOP-8-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-8-2-F_mockup.png?v=1680013569,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Long Sleeve 1 Placement,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-8-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-8-2-M,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-8-2-L,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-8-2-XL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-8-2-XXL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,TEMPLATE Tank Top,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Tank-Top",TRUE,Size,XS,,,,,TEMPTOP-8-3-XS,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-8-3-F_mockup.png?v=1680013568,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Tank Top 1 Placement,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-8-3-S,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-8-3-M,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-8-3-L,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-8-3-XL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,11,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-8-3-XXL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,TEMPLATE Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Pull-Over",TRUE,Size,XS,,,,,TEMPTOP-8-4-XS,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-8-4-F_mockup.png?v=1680013569,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Hoodie 1 Placement,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-8-4-S,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-8-4-M,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-8-4-L,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-8-4-XL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,23,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-8-4-XXL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,TEMPLATE Zip Up Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Zip-Up",TRUE,Size,XS,,,,,TEMPTOP-8-5-XS,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-8-5-F_mockup.png?v=1680013569,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Zip Hoodie 2 Placements,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-8-5-S,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-8-5-B_mockup.png?v=1680013569,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-8-5-M,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-8-5-L,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-8-5-XL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,32,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-8-5-XXL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,34,active
TEMPLATE,TEMPLATE T-Shirt,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,TEMPTOP-9-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-2-2-F_mockup.png?v=1680013115,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black T-Shirt 1 placement,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-9-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-9-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-9-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-9-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-9-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,3XL,,,,,TEMPTOP-9-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,,Merch By MerchBooth,,,,,,,4XL,,,,,TEMPTOP-9-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,5XL,,,,,TEMPTOP-9-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,17,active
TEMPLATE,TEMPLATE Long Sleeve T,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,TEMPTOP-9-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-2-2-F_mockup.png?v=1680013115,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Long Sleeve 1 Placement,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-9-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-9-2-M,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-9-2-L,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-9-2-XL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,16,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-9-2-XXL,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,18,active
TEMPLATE,TEMPLATE Tank Top,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Tank-Top",TRUE,Size,XS,,,,,TEMPTOP-9-3-XS,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-2-2-F_mockup.png?v=1680013115,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Tank Top 1 Placement,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-9-3-S,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-9-3-M,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-9-3-L,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-9-3-XL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-9-3-XXL,170.097,shopify,continue,axelrad,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,TEMPLATE Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Pull-Over",TRUE,Size,XS,,,,,TEMPTOP-9-4-XS,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-2-2-F_mockup.png?v=1680013115,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Hoodie 1 Placement,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-9-4-S,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-9-4-M,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-9-4-L,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-9-4-XL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,25,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-9-4-XXL,544.311,shopify,continue,axelrad,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,27,active
TEMPLATE,TEMPLATE Zip Up Hoodie,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Zip-Up",TRUE,Size,XS,,,,,TEMPTOP-9-5-XS,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-2-2-F_mockup.png?v=1680013115,1,,FALSE,,,,,,,,,,,,,,,,,oz,,Black Zip Hoodie 2 Placements,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-9-5-S,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-9-5-M,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-9-5-L,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-9-5-XL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,35,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-9-5-XXL,544.311,shopify,continue,axelrad,55,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,37,active
TEMPLATE,TEMPLATE T-Shirt,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, T-Shirt",TRUE,Size,XS,,,,,TEMPTOP-10-1-XS,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-2-2-F_mockup.png?v=1680013115,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White T-Shirt 1 placement,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-10-1-S,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,M,,,,,TEMPTOP-10-1-M,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,L,,,,,TEMPTOP-10-1-L,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XL,,,,,TEMPTOP-10-1-XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,10,active
TEMPLATE,,Merch By MerchBooth,,,,,,,XXL,,,,,TEMPTOP-10-1-XXL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,12,active
TEMPLATE,,Merch By MerchBooth,,,,,,,3XL,,,,,TEMPTOP-10-1-3XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,13,active
TEMPLATE,,Merch By MerchBooth,,,,,,,4XL,,,,,TEMPTOP-10-1-4XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,5XL,,,,,TEMPTOP-10-1-5XL,226.796,shopify,continue,axelrad,30,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,15,active
TEMPLATE,TEMPLATE Long Sleeve T,Merch By MerchBooth,TEMP,,Shirts & Tops,"AxelRad, DTG, Long-Sleeve",TRUE,Size,XS,,,,,TEMPTOP-10-2-XS,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0634/8757/4245/files/GGETOP-2-2-F_mockup.png?v=1680013115,1,,FALSE,,,,,,,,,,,,,,,,,oz,,White Long Sleeve 1 Placement,14,active
TEMPLATE,,Merch By MerchBooth,,,,,,,S,,,,,TEMPTOP-10-2-S,226.796,shopify,continue,axelrad,35,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,oz,,,14,active
